# Angular Correlation W(0) for distance_2.5
# beta_index  eff_1.17     err_1.17     eff_1.33     err_1.33
Final result : W(0) = 1.01396 ± 1.58503e-06
0.978788          0.082275    0.000614    0.071715    0.000577
0.986681          0.080065    0.000607    0.069910    0.000570
0.994575          0.079055    0.000603    0.069200    0.000568
1.002468          0.076510    0.000594    0.068590    0.000565
1.010361          0.075140    0.000589    0.066620    0.000558
1.018255          0.073375    0.000583    0.064495    0.000549
1.026148          0.071305    0.000575    0.063405    0.000545
1.034042          0.070510    0.000572    0.061750    0.000538
1.041935          0.068515    0.000565    0.060350    0.000532
1.049829          0.067020    0.000559    0.058425    0.000524
1.057722          0.064605    0.000550    0.056200    0.000515
1.065616          0.063985    0.000547    0.054820    0.000509
1.073509          0.060665    0.000534    0.052840    0.000500
1.081402          0.060415    0.000533    0.053470    0.000503
1.089296          0.058805    0.000526    0.051010    0.000492
1.097189          0.057260    0.000520    0.049750    0.000486
1.105083          0.054440    0.000507    0.048485    0.000480
1.112976          0.053425    0.000503    0.046855    0.000473
1.120870          0.052400    0.000498    0.044500    0.000461
1.128763          0.050575    0.000490    0.043615    0.000457
1.136657          0.049845    0.000487    0.042985    0.000454
1.144550          0.046620    0.000471    0.041640    0.000447
1.152444          0.046250    0.000470    0.040170    0.000439
1.160337          0.044140    0.000459    0.038410    0.000430
1.168230          0.043605    0.000457    0.038455    0.000430
1.176124          0.041450    0.000446    0.036160    0.000417
1.184017          0.039400    0.000435    0.034895    0.000410
1.191911          0.038990    0.000433    0.033960    0.000405
1.199804          0.037370    0.000424    0.032850    0.000399
1.207698          0.035770    0.000415    0.031525    0.000391
1.215591          0.035500    0.000414    0.030060    0.000382
1.223485          0.033510    0.000402    0.029185    0.000376
1.231378          0.032270    0.000395    0.027830    0.000368
1.239271          0.031100    0.000388    0.027020    0.000363
1.247165          0.029855    0.000381    0.025425    0.000352
1.255058          0.028075    0.000369    0.024565    0.000346
1.262952          0.027205    0.000364    0.023330    0.000338
1.270845          0.026345    0.000358    0.022915    0.000335
1.278739          0.024225    0.000344    0.021140    0.000322
1.286632          0.023410    0.000338    0.020185    0.000314
1.294526          0.022625    0.000333    0.019235    0.000307
1.302419          0.021635    0.000325    0.018195    0.000299
1.310313          0.020810    0.000319    0.017645    0.000294
1.318206          0.019160    0.000307    0.016720    0.000287
1.326099          0.018080    0.000298    0.015785    0.000279
1.333993          0.017340    0.000292    0.014745    0.000270
1.341886          0.016270    0.000283    0.014005    0.000263
1.349780          0.015410    0.000275    0.012770    0.000251
1.357673          0.013615    0.000259    0.012380    0.000247
1.365567          0.013710    0.000260    0.011530    0.000239
1.373460          0.012695    0.000250    0.010375    0.000227
1.381354          0.011645    0.000240    0.009615    0.000218
1.389247          0.010960    0.000233    0.009025    0.000211
1.397140          0.010070    0.000223    0.007935    0.000198
1.405034          0.009095    0.000212    0.007780    0.000196
1.412927          0.008250    0.000202    0.007095    0.000188
1.420821          0.007470    0.000193    0.006475    0.000179
1.428714          0.006425    0.000179    0.005705    0.000168
1.436608          0.005830    0.000170    0.004825    0.000155
1.444501          0.005065    0.000159    0.004435    0.000149
1.452395          0.004560    0.000151    0.003795    0.000137
1.460288          0.003600    0.000134    0.003095    0.000124
1.468181          0.003400    0.000130    0.002780    0.000118
1.476075          0.002495    0.000112    0.002365    0.000109
1.483968          0.002020    0.000100    0.001675    0.000091
1.491862          0.001580    0.000089    0.001385    0.000083
1.499755          0.000965    0.000069    0.000760    0.000062
1.507649          0.000530    0.000051    0.000450    0.000047
1.515542          0.000245    0.000035    0.000240    0.000035
1.523436          0.000055    0.000017    0.000025    0.000011
1.531329          0.000000    0.000000    0.000000    0.000000
1.539223          0.000000    0.000000    0.000000    0.000000
1.547116          0.000000    0.000000    0.000000    0.000000
1.555009          0.000000    0.000000    0.000000    0.000000
1.562903          0.000000    0.000000    0.000000    0.000000
1.570796          0.000000    0.000000    0.000000    0.000000
