# Angular Correlation W(0) for distance_0.5
# beta_index  eff_1.17     err_1.17     eff_1.33     err_1.33
Final result : W(0) = 1.01148 ± 1.62098e-06
0.418353          0.197627    0.001028    0.180593    0.000993
0.426246          0.197773    0.001028    0.180360    0.000993
0.434140          0.193987    0.001021    0.178627    0.000989
0.442033          0.195100    0.001023    0.176260    0.000984
0.449927          0.194587    0.001022    0.173340    0.000977
0.457820          0.192887    0.001019    0.174567    0.000980
0.465713          0.189180    0.001011    0.172500    0.000976
0.473607          0.190447    0.001014    0.171327    0.000973
0.481500          0.186187    0.001005    0.167360    0.000964
0.489394          0.184493    0.001002    0.166927    0.000963
0.497287          0.182753    0.000998    0.163407    0.000955
0.505181          0.180600    0.000993    0.164613    0.000957
0.513074          0.181387    0.000995    0.160340    0.000947
0.520968          0.176127    0.000984    0.160213    0.000947
0.528861          0.175207    0.000982    0.158487    0.000943
0.536755          0.171827    0.000974    0.155220    0.000935
0.544648          0.170907    0.000972    0.153480    0.000931
0.552541          0.169467    0.000969    0.152307    0.000928
0.560435          0.167640    0.000964    0.149767    0.000921
0.568328          0.165247    0.000959    0.149880    0.000922
0.576222          0.165220    0.000959    0.148200    0.000917
0.584115          0.161140    0.000949    0.146840    0.000914
0.592009          0.160773    0.000948    0.145507    0.000910
0.599902          0.155980    0.000937    0.141827    0.000901
0.607796          0.158533    0.000943    0.140153    0.000896
0.615689          0.155207    0.000935    0.138967    0.000893
0.623582          0.152133    0.000927    0.137513    0.000889
0.631476          0.150173    0.000922    0.134640    0.000881
0.639369          0.150020    0.000922    0.132487    0.000875
0.647263          0.145940    0.000912    0.130787    0.000871
0.655156          0.145580    0.000911    0.128300    0.000863
0.663050          0.142393    0.000902    0.128207    0.000863
0.670943          0.140393    0.000897    0.127620    0.000862
0.678837          0.139100    0.000893    0.125073    0.000854
0.686730          0.137753    0.000890    0.122793    0.000847
0.694624          0.135700    0.000884    0.121640    0.000844
0.702517          0.135153    0.000883    0.119747    0.000838
0.710410          0.135147    0.000883    0.119813    0.000838
0.718304          0.132627    0.000876    0.116947    0.000830
0.726197          0.131360    0.000872    0.114660    0.000823
0.734091          0.127673    0.000862    0.114000    0.000821
0.741984          0.126707    0.000859    0.113233    0.000818
0.749878          0.125447    0.000855    0.111360    0.000812
0.757771          0.122160    0.000846    0.110220    0.000809
0.765665          0.121660    0.000844    0.109233    0.000805
0.773558          0.121000    0.000842    0.107213    0.000799
0.781451          0.118593    0.000835    0.105313    0.000793
0.789345          0.117653    0.000832    0.104173    0.000789
0.797238          0.113867    0.000820    0.103580    0.000787
0.805132          0.112953    0.000817    0.101533    0.000780
0.813025          0.112880    0.000817    0.100073    0.000775
0.820919          0.111533    0.000813    0.099340    0.000772
0.828812          0.108087    0.000802    0.098153    0.000768
0.836706          0.107107    0.000798    0.095787    0.000760
0.844599          0.105413    0.000793    0.094013    0.000754
0.852492          0.104540    0.000790    0.092200    0.000747
0.860386          0.103153    0.000785    0.092780    0.000749
0.868279          0.102553    0.000783    0.091080    0.000743
0.876173          0.101620    0.000780    0.088820    0.000735
0.884066          0.099133    0.000772    0.087327    0.000729
0.891960          0.099447    0.000773    0.088080    0.000732
0.899853          0.096213    0.000761    0.085853    0.000723
0.907747          0.095520    0.000759    0.085313    0.000721
0.915640          0.094333    0.000755    0.083347    0.000714
0.923534          0.091820    0.000746    0.080633    0.000703
0.931427          0.091713    0.000745    0.080020    0.000701
0.939320          0.090367    0.000740    0.079187    0.000697
0.947214          0.088387    0.000733    0.077467    0.000690
0.955107          0.087060    0.000728    0.076920    0.000688
0.963001          0.086060    0.000724    0.076873    0.000688
0.970894          0.084547    0.000718    0.073440    0.000674
0.978788          0.082640    0.000711    0.073400    0.000673
0.986681          0.080133    0.000701    0.070673    0.000662
0.994575          0.081253    0.000705    0.069953    0.000659
1.002468          0.079680    0.000699    0.070020    0.000659
1.010361          0.077953    0.000692    0.069693    0.000657
1.018255          0.075300    0.000681    0.067207    0.000646
1.026148          0.073747    0.000675    0.067693    0.000649
1.034042          0.074227    0.000677    0.065387    0.000638
1.041935          0.073187    0.000672    0.063807    0.000631
1.049829          0.071400    0.000665    0.062753    0.000626
1.057722          0.070820    0.000662    0.062040    0.000623
1.065616          0.070560    0.000661    0.060980    0.000618
1.073509          0.068353    0.000652    0.060173    0.000614
1.081402          0.067453    0.000648    0.058920    0.000608
1.089296          0.065160    0.000637    0.057947    0.000603
1.097189          0.064967    0.000636    0.057433    0.000601
1.105083          0.063387    0.000629    0.054667    0.000587
1.112976          0.061520    0.000620    0.053387    0.000580
1.120870          0.060167    0.000614    0.053907    0.000583
1.128763          0.059273    0.000610    0.052367    0.000575
1.136657          0.058993    0.000608    0.050907    0.000568
1.144550          0.057220    0.000600    0.049993    0.000563
1.152444          0.055547    0.000591    0.049140    0.000558
1.160337          0.054560    0.000586    0.048627    0.000555
1.168230          0.053347    0.000580    0.046487    0.000544
1.176124          0.051427    0.000570    0.047213    0.000548
1.184017          0.050813    0.000567    0.045567    0.000538
1.191911          0.049520    0.000560    0.043280    0.000525
1.199804          0.048080    0.000552    0.042953    0.000524
1.207698          0.047853    0.000551    0.042087    0.000518
1.215591          0.045620    0.000539    0.040600    0.000510
1.223485          0.045527    0.000538    0.039273    0.000502
1.231378          0.044640    0.000533    0.038733    0.000498
1.239271          0.042480    0.000521    0.038467    0.000497
1.247165          0.042487    0.000521    0.036007    0.000481
1.255058          0.040633    0.000510    0.036000    0.000481
1.262952          0.039173    0.000501    0.034667    0.000472
1.270845          0.038560    0.000497    0.033613    0.000465
1.278739          0.037153    0.000488    0.032553    0.000458
1.286632          0.035320    0.000477    0.030987    0.000447
1.294526          0.034460    0.000471    0.030133    0.000441
1.302419          0.033113    0.000462    0.029393    0.000436
1.310313          0.031567    0.000451    0.028167    0.000427
1.318206          0.030427    0.000443    0.027393    0.000421
1.326099          0.028940    0.000433    0.024920    0.000402
1.333993          0.028847    0.000432    0.024653    0.000400
1.341886          0.027387    0.000421    0.024027    0.000395
1.349780          0.025680    0.000408    0.022507    0.000383
1.357673          0.024587    0.000400    0.020980    0.000370
1.365567          0.022873    0.000386    0.020280    0.000364
1.373460          0.022260    0.000381    0.018960    0.000352
1.381354          0.021127    0.000371    0.017320    0.000337
1.389247          0.019033    0.000353    0.016613    0.000330
1.397140          0.018267    0.000346    0.016340    0.000327
1.405034          0.016967    0.000333    0.015007    0.000314
1.412927          0.015933    0.000323    0.013487    0.000298
1.420821          0.014620    0.000310    0.012340    0.000285
1.428714          0.013433    0.000297    0.011560    0.000276
1.436608          0.012013    0.000281    0.010447    0.000263
1.444501          0.010707    0.000266    0.009127    0.000246
1.452395          0.009473    0.000250    0.007880    0.000228
1.460288          0.008093    0.000231    0.007160    0.000218
1.468181          0.007053    0.000216    0.005553    0.000192
1.476075          0.005733    0.000195    0.004467    0.000172
1.483968          0.004587    0.000174    0.003620    0.000155
1.491862          0.003300    0.000148    0.002873    0.000138
1.499755          0.002240    0.000122    0.001733    0.000107
1.507649          0.001347    0.000095    0.000887    0.000077
1.515542          0.000367    0.000049    0.000260    0.000042
1.523436          0.000000    0.000000    0.000000    0.000000
1.531329          0.000000    0.000000    0.000000    0.000000
1.539223          0.000000    0.000000    0.000000    0.000000
1.547116          0.000000    0.000000    0.000000    0.000000
1.555009          0.000000    0.000000    0.000000    0.000000
1.562903          0.000000    0.000000    0.000000    0.000000
1.570796          0.000000    0.000000    0.000000    0.000000
