# Angular Correlation W(0) for distance_3.0
# beta_index  eff_1.17     err_1.17     eff_1.33     err_1.33
Final result : W(0) = 1.01301 ± 2.62244e-06
0.568328          0.054693    0.000587    0.170807    0.000972
0.576222          0.053627    0.000582    0.169213    0.000968
0.584115          0.054220    0.000585    0.168540    0.000967
0.592009          0.052760    0.000577    0.166973    0.000963
0.599902          0.053253    0.000580    0.166153    0.000961
0.607796          0.053893    0.000583    0.166353    0.000962
0.615689          0.051153    0.000569    0.162987    0.000954
0.623582          0.052067    0.000574    0.162680    0.000953
0.631476          0.052987    0.000578    0.163220    0.000954
0.639369          0.051340    0.000570    0.161060    0.000949
0.647263          0.050467    0.000565    0.160960    0.000949
0.655156          0.049933    0.000562    0.157027    0.000939
0.663050          0.049840    0.000562    0.154527    0.000933
0.670943          0.049120    0.000558    0.153433    0.000931
0.678837          0.048400    0.000554    0.152040    0.000927
0.686730          0.047767    0.000551    0.149273    0.000920
0.694624          0.048667    0.000556    0.148313    0.000918
0.702517          0.046713    0.000545    0.146247    0.000912
0.710410          0.047227    0.000548    0.144667    0.000908
0.718304          0.045720    0.000539    0.141753    0.000901
0.726197          0.044787    0.000534    0.140507    0.000897
0.734091          0.045360    0.000537    0.138900    0.000893
0.741984          0.043513    0.000527    0.136833    0.000887
0.749878          0.043320    0.000526    0.134373    0.000881
0.757771          0.043333    0.000526    0.131133    0.000872
0.765665          0.042660    0.000522    0.129940    0.000868
0.773558          0.041653    0.000516    0.127847    0.000862
0.781451          0.041633    0.000516    0.125467    0.000855
0.789345          0.040267    0.000508    0.122273    0.000846
0.797238          0.039260    0.000501    0.123120    0.000848
0.805132          0.038893    0.000499    0.117320    0.000831
0.813025          0.038120    0.000494    0.119280    0.000837
0.820919          0.037987    0.000494    0.115300    0.000825
0.828812          0.037747    0.000492    0.114447    0.000822
0.836706          0.036160    0.000482    0.113253    0.000818
0.844599          0.035847    0.000480    0.109587    0.000807
0.852492          0.035433    0.000477    0.107833    0.000801
0.860386          0.034267    0.000470    0.105027    0.000792
0.868279          0.034007    0.000468    0.103767    0.000787
0.876173          0.033907    0.000467    0.100893    0.000778
0.884066          0.033507    0.000465    0.101753    0.000781
0.891960          0.031660    0.000452    0.098407    0.000769
0.899853          0.031340    0.000450    0.096660    0.000763
0.907747          0.031047    0.000448    0.094920    0.000757
0.915640          0.030420    0.000443    0.092207    0.000747
0.923534          0.028953    0.000433    0.089707    0.000738
0.931427          0.028427    0.000429    0.089053    0.000735
0.939320          0.028107    0.000427    0.086140    0.000724
0.947214          0.027373    0.000421    0.086227    0.000725
0.955107          0.027153    0.000420    0.082807    0.000712
0.963001          0.027000    0.000418    0.082100    0.000709
0.970894          0.025620    0.000408    0.079073    0.000697
0.978788          0.026247    0.000413    0.078560    0.000695
0.986681          0.025567    0.000408    0.077393    0.000690
0.994575          0.024927    0.000403    0.075047    0.000680
1.002468          0.024313    0.000398    0.073087    0.000672
1.010361          0.023380    0.000390    0.072607    0.000670
1.018255          0.022947    0.000387    0.069107    0.000655
1.026148          0.023087    0.000388    0.066747    0.000644
1.034042          0.022467    0.000383    0.065773    0.000640
1.041935          0.021393    0.000374    0.064273    0.000633
1.049829          0.020580    0.000367    0.062127    0.000623
1.057722          0.019753    0.000359    0.060860    0.000617
1.065616          0.019680    0.000359    0.058387    0.000605
1.073509          0.018920    0.000352    0.057667    0.000602
1.081402          0.018347    0.000347    0.055787    0.000593
1.089296          0.018240    0.000346    0.055567    0.000591
1.097189          0.016913    0.000333    0.053133    0.000579
1.105083          0.017520    0.000339    0.050733    0.000567
1.112976          0.016880    0.000333    0.050247    0.000564
1.120870          0.016300    0.000327    0.049820    0.000562
1.128763          0.016420    0.000328    0.047153    0.000547
1.136657          0.014727    0.000311    0.046153    0.000542
1.144550          0.015300    0.000317    0.044253    0.000531
1.152444          0.014160    0.000305    0.043820    0.000529
1.160337          0.013993    0.000303    0.041193    0.000513
1.168230          0.013213    0.000295    0.041413    0.000514
1.176124          0.013260    0.000295    0.039307    0.000502
1.184017          0.012220    0.000284    0.038433    0.000496
1.191911          0.011867    0.000280    0.036013    0.000481
1.199804          0.012147    0.000283    0.035207    0.000476
1.207698          0.011480    0.000275    0.034047    0.000468
1.215591          0.010260    0.000260    0.031833    0.000453
1.223485          0.010433    0.000262    0.031587    0.000452
1.231378          0.010000    0.000257    0.030593    0.000445
1.239271          0.009600    0.000252    0.028927    0.000433
1.247165          0.009240    0.000247    0.026993    0.000418
1.255058          0.009333    0.000248    0.026800    0.000417
1.262952          0.008927    0.000243    0.025700    0.000409
1.270845          0.008133    0.000232    0.024360    0.000398
1.278739          0.007880    0.000228    0.023487    0.000391
1.286632          0.007253    0.000219    0.021500    0.000375
1.294526          0.007520    0.000223    0.020813    0.000369
1.302419          0.007100    0.000217    0.019840    0.000360
1.310313          0.006533    0.000208    0.018860    0.000351
1.318206          0.006107    0.000201    0.018493    0.000348
1.326099          0.006087    0.000201    0.016920    0.000333
1.333993          0.005407    0.000189    0.016047    0.000324
1.341886          0.005073    0.000183    0.014400    0.000308
1.349780          0.004780    0.000178    0.014013    0.000304
1.357673          0.004353    0.000170    0.013187    0.000295
1.365567          0.004147    0.000166    0.012207    0.000284
1.373460          0.004187    0.000167    0.011620    0.000277
1.381354          0.003520    0.000153    0.010613    0.000265
1.389247          0.003407    0.000150    0.009953    0.000256
1.397140          0.003213    0.000146    0.008880    0.000242
1.405034          0.002980    0.000141    0.008007    0.000230
1.412927          0.002767    0.000136    0.007427    0.000222
1.420821          0.002373    0.000126    0.006893    0.000214
1.428714          0.002340    0.000125    0.006173    0.000202
1.436608          0.002107    0.000118    0.005013    0.000182
1.444501          0.001773    0.000109    0.004607    0.000175
1.452395          0.001593    0.000103    0.003840    0.000160
1.460288          0.001400    0.000097    0.003547    0.000153
1.468181          0.001193    0.000089    0.002920    0.000139
1.476075          0.001040    0.000083    0.002367    0.000125
1.483968          0.000747    0.000071    0.001733    0.000107
1.491862          0.000660    0.000066    0.001520    0.000101
1.499755          0.000433    0.000054    0.000927    0.000079
1.507649          0.000260    0.000042    0.000680    0.000067
1.515542          0.000160    0.000033    0.000273    0.000043
1.523436          0.000027    0.000013    0.000067    0.000021
1.531329          0.000000    0.000000    0.000000    0.000000
1.539223          0.000000    0.000000    0.000000    0.000000
1.547116          0.000000    0.000000    0.000000    0.000000
1.555009          0.000000    0.000000    0.000000    0.000000
1.562903          0.000000    0.000000    0.000000    0.000000
1.570796          0.000000    0.000000    0.000000    0.000000
